user_id,current_mrr_net,prev_mrr_net,mrr_status,current_plan_type_finance
172412473,0.0,35.0,churn,
214059834,0.0,20.0,churn,
56512565,0.0,20.0,churn,
217084690,0.0,55.0,churn,
63212341,0.0,130.0,churn,
38960182,0.0,100.0,churn,
45638861,0.0,90.0,churn,
242695286,0.0,20.0,churn,
110215662,0.0,830.0,churn,
124281606,0.0,20.0,churn,
185617122,0.0,452.0,churn,
250012023,0.0,630.0,churn,
228679134,0.0,800.0,churn,
24186387,0.0,630.0,churn,
173328401,0.0,450.0,churn,
239923278,0.0,680.0,churn,
212170114,0.0,450.0,churn,
18215531,0.0,20.0,churn,
164867506,0.0,630.0,churn,
108144130,0.0,800.0,churn,
180938194,0.0,230.0,churn,
5539366,0.0,800.0,churn,
103929450,0.0,135.0,churn,
45014489,0.0,410.0,churn,
48992465,0.0,450.0,churn,
187210258,0.0,450.0,churn,
153786654,0.0,1030.0,churn,
175354565,0.0,492.0,churn,
152505530,0.0,930.0,churn,
165716506,0.0,450.0,churn,
136145302,0.0,450.0,churn,
224466994,0.0,800.0,churn,
173298845,0.0,630.0,churn,
240665222,0.0,450.0,churn,
53489573,0.0,864.0,churn,
27666291,0.0,1200.0,churn,
28313127,0.0,620.0,churn,
31412671,0.0,20.0,churn,
192969674,0.0,479.95,churn,
151416846,0.0,20.0,churn,
55891873,0.0,144.0,nrr,
186700522,0.0,575.0,nrr,
211651342,0.0,10.0,churn,
245393594,0.0,10.0,churn,
32743666,0.0,110.0,churn,
88790205,0.0,1037.0,churn,
32081602,0.0,640.0,churn,
27779203,0.0,1092.0,churn,
9310293,0.0,727.0,churn,
51521921,0.0,1635.0,churn,
12394135,0.0,1689.0,churn,
12881919,0.0,895.9,churn,
98500037,0.0,593.0,churn,
36128805,0.0,507.0,churn,
104547838,0.0,726.75,churn,
47656857,0.0,855.0,churn,
41530617,0.0,578.0,churn,
30826487,0.0,855.0,churn,
33600029,0.0,473.0,churn,
6733258,0.0,1856.0,churn,
44258509,0.0,593.0,churn,
34749425,0.0,672.0,churn,
90685081,0.0,727.0,churn,
227205,0.0,1367.65,churn,
12339771,0.0,525.0,churn,
41915281,0.0,456.0,churn,
40811765,0.0,593.0,churn,
49386529,0.0,1571.0,churn,
39752005,0.0,855.0,churn,
42586901,0.0,546.0,churn,
2087557,0.0,727.0,churn,
52457997,0.0,1467.0,churn,
49329429,0.0,672.0,churn,
65048533,0.0,855.0,churn,
20196536,0.0,1856.0,churn,
50651677,0.0,593.0,churn,
1536057,0.0,593.0,churn,
6389322,0.0,504.05,churn,
61675541,0.0,672.0,churn,
77869914,0.0,571.2,churn,
38456589,0.0,672.0,churn,
42930,0.0,672.0,churn,
120069,0.0,672.0,churn,
55987437,0.0,35.0,churn,
54473877,0.0,17.0,churn,
17305156,0.0,1443.0,churn,
9364545,0.0,1540.0,churn,
43942485,0.0,390.0,payg_last,
29939,0.0,780.0,payg_last,
18299487,0.0,2600.0,payg_last,
142567481,0.0,1325.0,churn,
235321002,0.0,1080.0,churn,
202420522,0.0,569.0,churn,
148447510,0.0,85.0,nrr,
61045773,0.0,3500.0,churn,
56488929,0.0,813.0,churn,
239458962,0.0,1125.0,churn,
248102396,0.0,649.5,nrr,
47058261,0.0,350.0,churn,
218200226,0.0,1850.0,churn,
201574030,0.0,900.0,churn,
124822810,0.0,3325.0,churn,
104405470,0.0,1150.0,churn,
211719126,0.0,1600.0,churn,
111538654,0.0,815.0,churn,
152773146,0.0,517.0,churn,
180196030,0.0,1025.0,churn,
2275402,0.0,872.0,churn,
201811798,0.0,2883.72,churn,
12499543,0.0,1325.0,churn,
152410022,0.0,1800.0,churn,
9791039,0.0,20.0,churn,
248134645,0.0,16.0,churn,
33729465,0.0,30.0,churn,
131984402,0.0,75.0,churn,
148188586,0.0,40.0,churn,
102833666,0.0,220.0,churn,
73369554,0.0,30.0,churn,
